Date,Year-Month,Final Product Category,Review,spam_label,spam_confidence,detected_lang,is_english,has_justification,review_weight
03/01/2024,01/01/2024,Unknown,"My annually invoiced contract was coming up for renewal at the end of January and I had an email advisory from this company saying that the monthly equivalent (but annually billed) rate was going up from just over 5 pounds per month to over 14 pounds per month! So an over 2.5 times increase in premium. I had no claims and the same items of equipment i.e. no changes at all. I informed them that I would not be renewing based on this. Within a couple of days, I had a further email now saying they could do it for just over 8 pounds per month. It's like dealing with a shady used car dealership. I don't want a negotiation- I want a rock-solid reliable provider. I declined their volatile offer and canceled the renewal direct debit due in a few weeks. I then received a further email saying that my account is immediately suspended even though I have a few weeks left. So they have declined to provide a full years cover purely because I don't agree to a massive price increase and a renewal for the next year. I will certainly not be using them again and thankfully never had to lodge a claim. Now, they will respond to this post by either saying: (a) they can't identify me (i.e. this is intended to convince you, new Customer, that this is a fake review- it's not) or (b) please call us to discuss (that is intended to show you, new customer, how customer focussed they are and is not intended to offer me anything different).I guess my rating and advice on this vendor is pretty clear.",LABEL_0,0.926,en,True,True,1.0
03/01/2024,01/01/2024,Unknown,Considerate and polite,LABEL_0,0.936,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,"Quick,efficient and on time",LABEL_0,0.938,en,True,False,0.9
03/01/2024,01/01/2024,Gas Products,"Lewis the engineer was great. Explained everything, did a thorough check was very polite and helpful. Thank you Lewis 😊",LABEL_0,0.937,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Completed the work within a good time frame and was polite and friendly.,LABEL_0,0.937,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,He was great did he job perfect thanks,LABEL_0,0.937,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Work was carried out quick and efficiently,LABEL_0,0.935,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Very easy to sign up and Download the app,LABEL_0,0.932,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Very easy to use website and courteous staff,LABEL_0,0.916,en,True,False,0.9
03/01/2024,01/01/2024,Gas Products,Just changed boiler cover from Corgi to 247 home rescue as a lot cheaper for same cover   Website was easy to navigate through to get policy I was interested in. Have not actually had to use  the service yet but hopefully there will not be any issues as customer cares people have already phoned me twice to see if I’m happy with service so far,LABEL_0,0.907,en,True,True,1.0
03/01/2024,01/01/2024,Unknown,"Really quick service, all about the Customer Service experience.",LABEL_0,0.911,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Easy sign up. Good options for services,LABEL_0,0.928,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Very easy process to sign up the cover,LABEL_0,0.937,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Straightforward and easy to sign up,LABEL_0,0.937,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Easy to use website.  Wide selection of services available at competitive prices.  Quick and easy q&a’s to complete application.,LABEL_0,0.713,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Easy to use.,LABEL_0,0.938,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,"Both guys who dealt with the call was very friendly and helpful. When the call dropped the 1st guy shakeel I think his name was, he also rang me back to get it sorted. The guy set up my policy was also very helpful and did everything as I requested. GOOD JOB.THANK YOU",LABEL_0,0.937,en,True,True,1.0
03/01/2024,01/01/2024,Unknown,Easy application.,LABEL_0,0.932,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,A good deal and straightforward quick process!,LABEL_0,0.937,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Rung me quickly to discuss policy and were helpful. Haven’t used them in an emergency yet.,LABEL_0,0.936,en,True,False,0.9
03/01/2024,01/01/2024,Gas Products,Phoned and book a boiler care package. Customer service assistant took the trouble to book a date suitable. Excellent process. Now to see how the service goes.,LABEL_0,0.752,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Quick response,LABEL_0,0.931,fr,False,False,0.45
03/01/2024,01/01/2024,Unknown,Very good service thank you,LABEL_0,0.933,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Good rate of cover,LABEL_0,0.933,en,True,False,0.9
03/01/2024,01/01/2024,Home Electrical,"This was a recall visit when our heating system stopped working shortly after a previous repair had been successfully completed. The recall was quickly accepted by the call centre, though I was a little disappointed that there would be a delay of 4 days before the engineer could come because it was reported on Friday and a weekend and New year's Day were upon us. On the Tuesday scheduled, the engineer rang first thing and arrived shortly after. The engineer checked the wiring and found a loose connection as the likely cause, tightened the connection and tested the system. The engineer was friendly and efficient and very helpful, which made the whole experience as pleasant as possible.",LABEL_0,0.911,en,True,True,1.0
03/01/2024,01/01/2024,Gas Products,"Easy sign up though when filling out information about our boiler it was a laggy site, meant we couldn’t put that our boiler is 5 years old and not 12 months",LABEL_0,0.928,en,True,False,0.9
03/01/2024,01/01/2024,Unknown,Found it easy and simple to buy online. Prices are competitive as well,LABEL_0,0.932,en,True,True,1.0
03/01/2024,01/01/2024,Gas Products,on time and seems job done well as engineer described,LABEL_0,0.934,en,True,True,1.0
04/01/2024,01/01/2024,Unknown,"No fuss,no drama,everything dealt with perfectly.",LABEL_0,0.938,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,"Ryan the engineer was great, work ethic, conduct, he gets 10 out of 10.  Deserves a bonus.",LABEL_0,0.935,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very prompt response and sorted issue out quickly,LABEL_0,0.933,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,"Jamie was lovely, a very helpful and knowledgeable guy 😊",LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very good service. Punctual and friendly.,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Good service,LABEL_0,0.903,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Excellent service,LABEL_0,0.837,ca,False,False,0.45
04/01/2024,01/01/2024,Unknown,Engineer was friendly and efficient!,LABEL_0,0.936,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Good arrived on tome,LABEL_0,0.936,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,Good boiler service by their engineer John.,LABEL_0,0.931,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Great response. Great company.,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,"John the engineer arrived in good time, was polite and quick ti get the service done",LABEL_0,0.932,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very polite,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,Boiler service completed,LABEL_0,0.679,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,very nice friendly and polite engineer,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Good service provided,LABEL_0,0.868,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,"Very friendly and knowledgeable  engineer, a credit to his employers",LABEL_0,0.936,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,The engineer Rashid was very knowledgeable and professional.,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,"A very friendly and knowledgeable  engineer, a credit to his employers",LABEL_0,0.935,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,On time Good service,LABEL_0,0.928,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,I was phoned to put this review on and advised it was about my engineer visit. My Engineer was lovely very polite and very thorough on my boiler maintenance.  He noticed something that hadn't been done properly by last person and missed by previous maintenance from another company. Fantastic service from him! Regarding 24 /7 it takes a long time to get visit booked in and previous one got cancelled so waited another month but least worth it in the end and they did call before to try and sell me a product which I said no to.  Would also be good if you got a time slot nearer the time rather than having to be on standby for a full day.,LABEL_0,0.93,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Good experience,LABEL_0,0.932,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,"I am disabled OAP and considered to be vulnerable so some things in life i need. Heating died, so Called 247 on Friday 29th due to no heating paid a 95.00 excess fee - engineer arrived 30th Dec 23 looked at system and said he had ordered new parts. not heard from again until pm 1st Jan 24 to say job is complete - NO ITS NOT STILL NO HEATING- 2nd engineer came out on 3rd Jan said he had ordered the parts, when he arrived I did have hot water but now NO LONGER HAVE HOT WATER - then on 4th Jan I am told I have to pay 108.00 for a drain down  for them to fit the parts,  so central heating is not really covered because if they need to fit parts they will charge you - day 7 tomorrow without heating and now no hot water - parts not ordered until i pay the £108.00 . They are supposed to supply 2 heaters if they cannot fix the heating they tell me I have to buy these and they will reimburse me  £30 - um no thanks decent heaters cost more than £30 each. the call system is a joke where the agents blame you for the delay in repairs. The complaints department if it exists seems to be unreachable. I feel like I am being SCAMMED by this company the contract is pretty much worthless.AVOID at all costs - the company name gives a feeling of immediate repairs  - pigs will fly firstUPDATE: they want me to pay the 108.00 and they will credit me 2 months premiums (about £26.00) as a gesture of good will.... its a joke shove the offer .... 7 days without heating and now 2 days with no hot water. Its costing me an extra 10 to 15 per day in additional cost for heating and hot water and they still wont resolve my heating. THE INSURANCE CONTRACT IS WORTHLESS.OMBUDSMAN, RIP OF BRITAIN AND COURTS  IN WAITING. OH AND THE CALL CENTRE IS IN KARACHI AND THEY HAVE NO UNDERSTANDING OF HEATING ISSUES ONLY WANTING WANTING PAYMENTS.UPDATE 5th Jan 24Took several calls to get the complaints department - don't believe it is the complaints department as the caller is in Karachi to call me. If I pay the scam money to get a drain down done they cannot say when it can be done 1 day, 2 days,  one week ??????.Have asked for a resolution letter but they are reluctant to provide this. day 8 tomorrow",LABEL_0,0.841,en,True,True,1.0
04/01/2024,01/01/2024,Unknown,Good service,LABEL_0,0.903,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very polite and job well done.,LABEL_0,0.939,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,I found it so easy and quick to set up and very pleased for what was on offer for the price. Thank you so much for getting back to me straight away.,LABEL_0,0.938,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Great job. He was polite and completed the job well.,LABEL_0,0.938,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Offered the best deal.,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Gas Products,The engineer Shane was very good and friendly,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very helpful and explained all well,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,"Easy accessible site, excellent cover and price",LABEL_0,0.908,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Easy to sign up,LABEL_0,0.938,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Lovely gentleman on the phone who understood my needs and supplied me with the appropriate product at a very good price.,LABEL_0,0.938,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very pleasant operativeExplained the cover very well and offered extra discount not available on the website alone,LABEL_0,0.705,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,"Quick process to sign up, hope the policy is as good.",LABEL_0,0.938,en,True,True,1.0
04/01/2024,01/01/2024,Gas Products,The Engineer arrived on time and delivered a good service.  No issues,LABEL_0,0.932,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Very efficient and helpful,LABEL_0,0.935,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Seem a good company the lady who dealt eith me,LABEL_0,0.938,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,Had a voucher..nowhere to add and signed up at full price..will be cancelling,LABEL_0,0.937,en,True,False,0.9
04/01/2024,01/01/2024,Unknown,"Excellent communication , not pushy at all and sent on the quote quickly . Very helpful member of the team wio was clear and precise .",LABEL_0,0.933,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Every call I’ve had from 24/7 is about how company can make money. After talking with 3 different customer service representatives I’ve not had any response regarding my landlord gas safe certificate,LABEL_0,0.864,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Turned up as arranged. Service complete. Lots of information about running costs and what is best for the actual lifecycle of the boiler.  Very respectful and pleasant.,LABEL_0,0.934,en,True,True,1.0
05/01/2024,01/01/2024,Gas Products,"I switched 3 of my rented properties to this service from British Gas to save money.. big mistake!! I had so many problems with this company it was unbelievable!! The main problem being how this company establish when a boiler is beyond economical repair!!If your boiler is 6/7/8 year old don’t bother using this company as any call out will be beyond economical repair which is basically a con to try to sell you a much overpriced boiler! I ended up switching back to British Gas who repaired without any issues!Ref: WS580410After your reply this was the property Ref. above, but the same issues occurred at another property covered with you and that’s why I have cancelled all 3 contracts!",LABEL_1,0.824,en,True,True,1.0
05/01/2024,01/01/2024,Unknown,Very quick and good job,LABEL_0,0.938,en,True,False,0.9
05/01/2024,01/01/2024,Plumbing & Drains,Plumber was very friendly. Job done efficiently. Communication from 24/7 and plumber very good.,LABEL_0,0.935,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Very honest and professional,LABEL_0,0.937,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Gaurav Pal attended the Boiler breakdown and is service was top notch. He clearly explained the fault and replaced the   Boiler pump that was jammed and  very difficult to remove .Eventually he did the job with all his expertise experience. I  have no seconds thoughts in recommending him .Great work. Well Done,LABEL_0,0.935,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,The engineer was very polite and helpful.  Makes a change to have someone who understands,LABEL_0,0.937,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,"Jack was very professional and very polite, he also found the fault and dealt with it.I would definately recommend.",LABEL_0,0.937,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Engineer was excellent and would recommend him and 24/7 for a first class service.,LABEL_0,0.916,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,A good experience with the organisation and the specialist who cam over for the yearly visit. To be recommended,LABEL_0,0.917,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Engineer was polite & carry out the service efficiently,LABEL_0,0.919,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,VERY GOOD SERVICE.,LABEL_0,0.935,de,False,False,0.45
05/01/2024,01/01/2024,Gas Products,"The engineer called 30 minutes before he actually arrived,which was great, he arrived on time, small introduction and he got on with sorting out my boiler. He was polite and explained to detail what the cause was with my combi boiler. In no time my boiler was up and running.I can highly recommend the engineer excellent service from start to finish",LABEL_0,0.931,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,"Recently started a policy with them and gave them my make if boiler and told them it’s a few years old bit not sure how old, I noticed the policy states it’s only one year old which is obviously not correct and the site would not let me change the fact. I am trying to cancel but they are trying to make it difficult by putting obstacles in place.Ref number is WS630765 and all I am getting now is messages telling me my direct debit has been cancelled which obviously I am aware of because I cancelled it also threatening my credit file if I don’t reinstate cover!!! To be honest not interested what so ever as the way you conduct business is both threatening and quite honestly a little bit desperate to get your £15.99 a month!!! Please stop texting and e-mailing me…..16/02/2024 STILL GETTING LOADS OF TEXTS AND EMAILS DESPITE GIVING YOU THE REG NUMBER!!!! Go away and stop bothering me!!!!!!!",LABEL_1,0.688,en,True,True,1.0
05/01/2024,01/01/2024,Gas Products,Daniel did a great job on boiler service,LABEL_0,0.927,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Engineer was very helpful explaining what he was doing and what the process was,LABEL_0,0.937,en,True,False,0.9
05/01/2024,01/01/2024,Plumbing & Drains,Phoned to say my radiator was broken 2 days later the engineer came and fixed it this was the fist time I have been with this company and hopefully it will continue,LABEL_0,0.934,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,"Had a few repairs in the past, prompt with servicing and call outs",LABEL_0,0.93,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Very good and efficient,LABEL_0,0.937,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,"Polite,fast and good communication.",LABEL_0,0.938,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Ive been with 24/7 home rescue for over a year now and I am impressed with the customer service and support. I would definitely recommend.,LABEL_0,0.927,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,"Came at advised time. Friendly and Dealt with boiler service as required, with out mess and clearing up afterwards",LABEL_0,0.933,en,True,True,1.0
05/01/2024,01/01/2024,Unknown,Very good service and polite,LABEL_0,0.934,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Good engineer very professional and on time and very informative many thanks 👍,LABEL_0,0.936,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Easy to find online good experience,LABEL_0,0.922,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Easy to sign-up and knowledgeable and helpful people,LABEL_0,0.936,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,polite understanding and very professional,LABEL_0,0.936,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,"Sean was great. He was quick, knowledgeable and friendly",LABEL_0,0.938,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Helpful and checked over the boiler,LABEL_0,0.936,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Engineer arrive and advised we needed two parts replaced on the heating system but he had only one part in the van and would need to order second part. 24/7 are now stating they will not replace the second part unless I pay a second excess charge. Why should I pay double excess because they did not stock the part in the van.,LABEL_0,0.935,en,True,True,1.0
05/01/2024,01/01/2024,Home Electrical,"If I could give less than 1 star I would. I haven't had a single instance with these guys that was not a headache. The team on the phone is extremely unhelpful and not well trained on customer service. I have this insurance so I don't worry about home repairs but instead it's always a pain every time I call. They try to push back on claims! The latest one was an electrical issue in the circuit of the washing machine socket and they say they do not cover isolated circuits. Watch out as they pick and choose and push back like hell. All my experiences with them have been a headache. I have asked for my services to be cancelled and I paid an excess, that's how much I needed to get rid of these guys. Even though they were the ones that didn't fulfil the agreement. The good reviews here have to be fake because believe. me they are inflexible and I urge you not to get cheated like I was.",LABEL_0,0.935,en,True,True,1.0
05/01/2024,01/01/2024,Unknown,Excellent service,LABEL_0,0.837,ca,False,False,0.45
05/01/2024,01/01/2024,Unknown,Professional technician. Polite. Explained the key facts and shared useful insights.,LABEL_0,0.933,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,"Service received very good,very competitive prices,previous British Gas customer who unfortunately were extremely expensive and made me feel under valued",LABEL_0,0.905,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Harris was amazing and very helpful. He was extremely patient and explained the policy in great depth. I would give him a 10 on 10 for his help.,LABEL_0,0.937,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,online registration easy and polite advisor in our follow up call,LABEL_0,0.91,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Straight forward to arrange cover and at a good price.,LABEL_0,0.938,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,Easy to set up and good value,LABEL_0,0.938,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,Got the quote instantly for Homecare much lesser price than compare website. Harris was good through out the process. The calls were dropping multiple times apart from that no issues.,LABEL_0,0.913,en,True,False,0.9
05/01/2024,01/01/2024,Gas Products,"Had my boiler serviced done, the engineer called me before so I knew when he was likely to arrive. He was friendly and pleasant throughout. The engineer explained what he was doing and was knowledgable. Overall good experience.",LABEL_0,0.935,en,True,False,0.9
05/01/2024,01/01/2024,Unknown,"Sorted on-line, simple.",LABEL_0,0.938,en,True,False,0.9
06/01/2024,01/01/2024,Gas Products,"Great service. Engineer checked the boiler, gave it a service, and replaced the faulty motorised valve very quickly.",LABEL_0,0.907,en,True,False,0.9
06/01/2024,01/01/2024,Gas Products,The engineer (Alexander) was very polite and professional. He completed the works to my satisfaction and offered advice on my boiler.,LABEL_0,0.936,en,True,False,0.9
06/01/2024,01/01/2024,Unknown,"The gentleman was polite, friendly,  done the job timely and efficiently,  good communication",LABEL_0,0.932,en,True,False,0.9
